Actors,Comment,CountryOrRegion,Direction,Last,MovieTypes,OriginalTitle,Rank,Score,ScreenWriter,Title,Url,Votes,Year
爱德华·阿斯纳 克里斯托弗·普卢默 乔丹·长井 鲍勃·彼德森 戴尔里·林多 约翰·拉岑贝格 大卫·卡耶 唐纳德·富利洛夫 杰斯·哈梅尔 乔什·库雷,最后那些最无聊的事情，才是最值得怀念的。 ,美国,彼特·道格特,96,剧情 喜剧 动画 冒险,Up,38,8.9,鲍勃·彼德森 彼特·道格特 汤姆·麦卡锡,飞屋环游记,https://movie.douban.com/subject/2129039/,499384,2009
杰森·弗莱明 德克斯特·弗莱彻 尼克·莫兰 杰森·斯坦森 斯蒂文·麦金托什 斯汀 维尼·琼斯,4个臭皮匠顶个诸葛亮，盖·里奇果然不是盖的。,英国,盖·里奇,107,剧情 喜剧 犯罪,"Lock, Stock and Two Smoking Barrels",37,9.0,盖·里奇,两杆大烟枪,https://movie.douban.com/subject/1293350/,274292,1998
周星驰 吴孟达 罗家英 蓝洁瑛 莫文蔚 江约诚 陆树铭 刘镇伟 朱茵 李健仁,旷古烁今。,香港   中国大陆,刘镇伟,87,喜剧 动作 爱情 奇幻 冒险 古装,西遊記第壹佰零壹回之月光寶盒,36,8.9,刘镇伟 吴承恩,大话西游之月光宝盒,https://movie.douban.com/subject/1299398/,398164,1995
葛优 巩俐 姜武 牛犇 郭涛 张璐 倪大红 肖聪 董飞 刘天池 董立范 黄宗洛 刘燕瑾 李连义 杨同顺,张艺谋最好的电影。,中国大陆   香港,张艺谋,132,剧情 家庭 历史,,35,9.1,余华 芦苇,活着,https://movie.douban.com/subject/1292365/,267861,1994
奥黛丽·赫本 格利高里·派克 埃迪·艾伯特 哈特利·鲍尔 哈考特·威廉姆斯,爱情哪怕只有一天。,美国,威廉·惠勒,118,剧情 喜剧 爱情,Roman Holiday,34,8.9,达尔顿·特朗勃 伊安·麦克莱伦·亨特 约翰·戴顿,罗马假日,https://movie.douban.com/subject/1293839/,387456,1953
克里斯蒂安·贝尔 希斯·莱杰 艾伦·艾克哈特 迈克尔·凯恩 玛吉·吉伦哈尔 加里·奥德曼 摩根·弗里曼 莫尼克·加布里埃拉·库尔内 罗恩·迪恩 基里安·墨菲 黄经汉 内斯特·卡博内尔 埃里克·罗伯茨 里特奇·科斯特 安东尼·迈克尔·豪尔 基斯·斯扎拉巴基克 柯林·麦克法兰 约书亚·哈尔托 美琳达·麦格劳 内森·甘宝 迈克尔·维约 迈克尔·斯托扬诺夫 威廉·斯米利 丹尼·高德林 迈克尔·加·怀特 马修·奥尼尔 威廉·菲德内尔 欧鲁米基·欧拉乌米 格雷格·比姆 爱利克·赫尔曼 毕崔斯·罗森 文森佐·尼克力 陈冠希,无尽的黑暗。,,克里斯托弗·诺兰,152,剧情 动作 科幻 惊悚 犯罪,The Dark Knight,33,9.0,乔纳森·诺兰 克里斯托弗·诺兰 大卫·S·高耶,蝙蝠侠：黑暗骑士,https://movie.douban.com/subject/1851857/,322283,2008
姜文 香川照之 袁丁 姜宏波 陈强 丛志军 喜子 李海滨 泽田谦也 蔡卫东 陈莲梅 宫路佳具 吴大维 梶冈润一 姜武,对敌人的仁慈，就是对自己残忍。,中国大陆,姜文,139,剧情 战争,,32,9.2,姜文 史建全 述平 尤凤伟,鬼子来了,https://movie.douban.com/subject/1291858/,229646,2000
维果·莫腾森 伊利亚·伍德 西恩·奥斯汀 丽芙·泰勒 伊恩·麦克莱恩 奥兰多·布鲁姆 凯特·布兰切特 米兰达·奥图 安迪·瑟金斯 雨果·维文 多米尼克·莫纳汉 比利·博伊德 马尔顿·索克斯 卡尔·厄本 克里斯托弗·李 约翰·瑞斯-戴维斯,史诗的终章。,,彼得·杰克逊,201,剧情 动作 奇幻 冒险,The Lord of the Rings: The Return of the King,29,9.1,弗兰·威尔士 菲利帕·鲍恩斯 彼得·杰克逊 J·R·R·托尔金,指环王3：王者无敌,https://movie.douban.com/subject/1291552/,286389,2003
马修·麦康纳 安妮·海瑟薇 杰西卡·查斯坦 卡西·阿弗莱克 迈克尔·凯恩 马特·达蒙 麦肯吉·弗依 蒂莫西·柴勒梅德 艾伦·伯斯汀 约翰·利特高 韦斯·本特利 大卫·吉雅西 比尔·欧文 托弗·戈瑞斯 科莱特·沃夫 弗朗西斯·X·麦卡蒂 安德鲁·博尔巴 乔什·斯图沃特 莱雅·卡里恩斯 利亚姆·迪金森 杰夫·赫普内尔 伊莱耶斯·加贝尔 布鲁克·史密斯 大卫·奥伊罗 威廉姆·德瓦内 拉什·费加 格里芬·弗雷泽 弗洛拉·诺兰,爱是一种力量，让我们超越时空感知它的存在。,美国   英国   加拿大   冰岛,克里斯托弗·诺兰,169,剧情 科幻 冒险,Interstellar,28,9.1,乔纳森·诺兰 克里斯托弗·诺兰,星际穿越,https://movie.douban.com/subject/1889243/,488103,2014
玛德琳·卡罗尔 卡兰·麦克奥利菲 瑞贝卡·德·莫妮 安东尼·爱德华兹 约翰·马奥尼 佩内洛普·安·米勒 艾丹·奎因 凯文·韦斯曼 摩根·莉莉 肖恩·哈珀 瑞安·克茨纳 吉莉安·普法夫 迈克尔·博萨 博·勒纳 杰奎琳·埃沃拉 泰勒·格鲁秀斯,真正的幸福是来自内心深处。,美国,罗伯·莱纳,90,剧情 喜剧 爱情,Flipped,27,8.9,罗伯·莱纳 安德鲁·沙因曼 文德琳·范·德拉安南,怦然心动,https://movie.douban.com/subject/3319755/,550823,2010
亨利·方达 马丁·鲍尔萨姆 约翰·菲德勒 李·科布 E.G.马绍尔 杰克·克卢格曼  爱德华·宾斯 杰克·瓦尔登 约瑟夫·史威尼 埃德·贝格利 乔治·沃斯科维奇 罗伯特·韦伯,1957年的理想主义。 ,美国,西德尼·吕美特,96,剧情,12 Angry Men,26,9.4,雷金纳德·罗斯,十二怒汉,https://movie.douban.com/subject/1293182/,172534,1957
刘德华 梁朝伟 黄秋生 曾志伟 郑秀文 陈慧琳 陈冠希 余文乐 杜汶泽 林家栋 萧亚轩,香港电影史上永不过时的杰作。,香港,刘伟强 麦兆辉,101,剧情 悬疑 犯罪,無間道,24,9.0,麦兆辉 庄文强,无间道,https://movie.douban.com/subject/1307914/,402585,2002
威尔·史密斯 贾登·史密斯 坦迪·牛顿 布莱恩·豪威  詹姆斯·凯伦 丹·卡斯泰兰尼塔 柯特·富勒 塔卡尤·费舍尔 凯文·韦斯特 乔治·张 戴维·迈克尔·西尔弗曼 多米尼克·博夫 杰弗·卡伦 乔伊芙·拉文 斯科特·克拉斯,平民励志片。 ,美国,加布里埃莱·穆奇诺,117,剧情 家庭 传记,The Pursuit of Happyness,22,8.9,史帝文·康拉德,当幸福来敲门,https://movie.douban.com/subject/1849031/,542737,2006
弗朗索瓦·克鲁塞 奥玛·希 安娜·勒尼 奥德雷·弗勒罗 托马·索利韦尔,满满温情的高雅喜剧。,法国,奥利维埃·纳卡什 埃里克·托莱达诺,112,剧情 喜剧,Intouchables,21,9.1,奥利维埃·纳卡什 埃里克·托莱达诺,触不可及,https://movie.douban.com/subject/6786002/,368881,2011
安东内拉·阿蒂利 恩佐·卡拉瓦勒 艾萨·丹尼埃利 里奥·故罗塔 马克·莱昂纳蒂 普佩拉·玛奇奥 阿格妮丝·那诺 莱奥波多·特里耶斯泰 萨瓦特利·卡西欧 塔诺·希玛罗萨 尼古拉·迪·平托 Roberta Lena 尼诺·戴罗佐 雅克·贝汉 布丽吉特·佛西 菲利普·努瓦雷,那些吻戏，那些青春，都在影院的黑暗里被泪水冲刷得无比清晰。,意大利   法国,朱塞佩·托纳多雷,155,剧情 爱情,Nuovo Cinema Paradiso,20,9.1,Carl Paoli 朱塞佩·托纳多雷,天堂电影院,https://movie.douban.com/subject/1291828/,311626,1988
田中真弓 横泽启子 初井言荣 寺田农 常田富士男 永井一郎 糸博 鹫尾真知子 神山卓三 安原义人 槐柳二 鳕子,对天空的追逐，永不停止。 ,日本,宫崎骏,124,动画 奇幻 冒险,天空の城ラピュタ,31,9.0,宫崎骏,天空之城,https://movie.douban.com/subject/1291583/,334379,1986
蒂姆·罗斯 普路特·泰勒·文斯 比尔·努恩 梅兰尼·蒂埃里 阿尔贝托·巴斯克斯,每个人都要走一条自己坚定了的路，就算是粉身碎骨。 ,意大利,朱塞佩·托纳多雷,165,剧情 音乐,La leggenda del pianista sull'oceano,11,9.2,亚利桑德罗·巴里克 朱塞佩·托纳多雷,海上钢琴师,https://movie.douban.com/subject/1292001/,603336,1998
苏拉·沙玛 拉菲·斯波 伊尔凡·可汗 热拉尔·德帕迪约 塔布 阿迪勒·侯赛因 阿尤什·坦东 王柏杰 俊·奈托,瑰丽壮观、无人能及的冒险之旅。,,李安,127,剧情 奇幻 冒险,Life of Pi,30,9.0,扬·马特尔 大卫·麦基,少年派的奇幻漂流,https://movie.douban.com/subject/1929463/,581867,2012
莱昂纳多·迪卡普里奥 约瑟夫·高登-莱维特 艾伦·佩吉 汤姆·哈迪 渡边谦 迪利普·劳 基里安·墨菲 汤姆·贝伦杰 玛丽昂·歌迪亚 皮特·波斯尔思韦特 迈克尔·凯恩 卢卡斯·哈斯 李太力 克莱尔·吉尔蕾 马格努斯·诺兰 泰勒·吉蕾 乔纳森·吉尔 水源士郎 冈本玉二 厄尔·卡梅伦 瑞恩·海沃德 米兰达·诺兰 拉什·费加 蒂姆·科勒赫 妲露拉·莱莉,诺兰给了我们一场无法盗取的梦。,美国   英国,克里斯托弗·诺兰,148,剧情 动作 科幻 悬疑 冒险,Inception,9,9.2,克里斯托弗·诺兰,盗梦空间,https://movie.douban.com/subject/3541415/,769492,2010
本·贝尔特 艾丽莎·奈特 杰夫·格尔林 佛莱德·威拉特,小瓦力，大人生。,,安德鲁·斯坦顿,98,喜剧 爱情 科幻 动画 冒险,WALL·E,10,9.3,安德鲁·斯坦顿 吉姆·里尔顿 彼特·道格特,机器人总动员,https://movie.douban.com/subject/2131459/,502726,2008
莱昂纳多·迪卡普里奥 凯特·温丝莱特 比利·赞恩 凯西·贝茨 弗兰西丝·费舍 格劳瑞亚·斯图尔特 比尔·帕克斯顿 伯纳德·希尔 大卫·沃纳 维克多·加博 乔纳森·海德 苏茜·爱米斯 刘易斯·阿伯内西 Nicholas Cascone Anatoly M. Sagalevitch 丹尼·努齐 杰森·贝瑞 伊万·斯图尔特 艾恩·格拉法德 乔纳森·菲利普斯 马克·林赛·查普曼 理查德·格拉翰 Paul Brightwell 艾瑞克·布里登 夏洛特·查顿 博纳德·福克斯 迈克尔·英塞恩 Fannie Brett 马丁·贾维斯 Rosalind Ayres 罗切尔·罗斯 Jonathan Evans-Jones Simon Crane 爱德华德·弗莱彻 Scott Anderson Martin East 克雷格·凯利 格雷戈里·库克 Liam Tuohy James Lancaster 艾尔莎·瑞雯 Lew Palter Terry Forrestal Kevin De La Noy,失去的才是永恒的。 ,美国,詹姆斯·卡梅隆,194,剧情 爱情 灾难,Titanic,8,9.2,詹姆斯·卡梅隆,泰坦尼克号,https://movie.douban.com/subject/1292722/,659979,1997
摩根·弗里曼 布拉德·皮特 凯文·史派西 格温妮斯·帕特洛 安德鲁·凯文·沃克 约翰·卡西尼 雷格·E·凯蒂 李·厄米,警察抓小偷，老鼠玩死猫。,美国,大卫·芬奇,127,剧情 悬疑 惊悚 犯罪,Se7en,57,8.7,安德鲁·凯文·沃克,七宗罪,https://movie.douban.com/subject/1292223/,433195,1995
艾德里安·布洛迪 托马斯·克莱舒曼 艾米莉娅·福克斯 米哈乌·热布罗夫斯基 埃德·斯托帕德 穆琳·利普曼 弗兰克·芬莱 邱莉娅蕾娜 杰西卡·凯特·梅耶尔 理查德·赖丁斯,音乐能化解仇恨。,法国   德国   英国   波兰,罗曼·波兰斯基,150,剧情 传记 历史 战争,The Pianist,56,9.0,罗纳德·哈伍德,钢琴家,https://movie.douban.com/subject/1296736/,201977,2002
吴倩莲 杨贵媚 王渝文 郎雄 张艾嘉 归亚蕾 赵文瑄 陈昭荣,人生不能像做菜，把所有的料都准备好了才下锅。,台湾   美国,李安,124,剧情 家庭,飲食男女,55,9.0,李安 王蕙玲 詹姆斯·夏慕斯,饮食男女,https://movie.douban.com/subject/1291818/,194996,1994
宋康昊 吴达洙 金英爱 郭度沅 任时完,电影的现实意义大过电影本身。,,杨宇硕,127,剧情,변호인,54,9.1,杨宇硕 尹贤豪,辩护人,https://movie.douban.com/subject/21937445/,199505,2013
阿什顿·库彻 梅罗拉·沃特斯 艾米·斯马特 埃尔登·汉森 威廉姆·李·斯科特 约翰·帕特里克·阿梅多利 艾琳·戈洛瓦娅 凯文·G·施密特 杰西·詹姆斯 罗根·勒曼 莎拉·威多斯 杰克·凯斯 卡梅隆·布莱特 埃里克·斯托尔兹 考乐姆·吉斯·雷尼,人的命运被自己瞬间的抉择改变。,美国   加拿大,埃里克·布雷斯 J·麦基·格鲁伯,113,剧情 科幻 悬疑 惊悚,The Butterfly Effect,75,8.7,J·麦基·格鲁伯 埃里克·布雷斯,蝴蝶效应,https://movie.douban.com/subject/1292343/,377318,2004
莫妮卡·贝鲁奇 朱塞佩·苏尔法罗 Luciano Federico Matilde Piana 埃丽萨·莫鲁奇,美丽无罪。,意大利   美国,朱塞佩·托纳多雷,109,剧情 情色 战争,Malèna,74,8.7,朱塞佩·托纳多雷 卢恰诺·温琴佐尼,西西里的美丽传说,https://movie.douban.com/subject/1292402/,342288,2000
托妮·科莱特 菲利普·塞默·霍夫曼 巴瑞·哈姆弗莱斯 艾瑞克·巴纳 贝塔尼·维特莫尔 蕾妮·盖耶 伊恩·莫利·梅尔德伦 克里斯托弗·马西 卡罗琳·莎士比亚-艾伦 琳恩·史密斯,你是我最好的朋友，你是我唯一的朋友 。,澳大利亚,亚当·艾略特,92,剧情 动画,Mary and Max,73,8.9,亚当·艾略特,玛丽和马克思,https://movie.douban.com/subject/3072124/,230787,2009
汤姆·汉克斯 汤姆·塞兹摩尔 爱德华·伯恩斯 巴里·佩珀 亚当·戈德堡 范·迪塞尔 吉奥瓦尼·瑞比西 杰瑞米·戴维斯 马特·达蒙 特德·丹森 保罗·吉亚玛提 丹尼斯·法里纳 马克斯·马蒂尼 丹兰·布鲁诺 安德鲁·斯科特,美利坚精神输出大片No1.,,史蒂文·斯皮尔伯格,169,剧情 历史 战争,Saving Private Ryan,72,8.8,罗伯特·罗达特,拯救大兵瑞恩,https://movie.douban.com/subject/1292849/,234290,1998
基努·里维斯 凯瑞-安·莫斯 劳伦斯·菲什伯恩 雨果·维文 格洛丽亚·福斯特 乔·潘托里亚诺 马库斯·钟 朱利安·阿拉汗加 马特·多兰,视觉革命。,美国   澳大利亚,莉莉·沃卓斯基 拉娜·沃卓斯基,136,动作 科幻,The Matrix,71,8.8,莉莉·沃卓斯基 拉娜·沃卓斯基,黑客帝国,https://movie.douban.com/subject/1291843/,277276,1999
朱迪·福斯特 安东尼·霍普金斯 斯科特·格伦 安东尼·希尔德 布鲁克·史密斯 卡斯·莱蒙斯 弗兰基·费森 泰德·拉文 崔西·沃特 丹·巴特勒 达拉,安东尼·霍普金斯的顶级表演。,美国,乔纳森·戴米,118,剧情 惊悚 犯罪,The Silence of the Lambs,70,8.7,托马斯·哈里斯 泰德·塔里,沉默的羔羊,https://movie.douban.com/subject/1293544/,349600,1991
本木雅弘 广末凉子 山崎努 吉行和子 笹野高史 余贵美子,死可能是一道门，逝去并不是终结，而是超越，走向下一程。,,泷田洋二郎,130,剧情,おくりびと,69,8.8,小山薰堂,入殓师,https://movie.douban.com/subject/2149806/,316460,2008
凯特·布兰切特 布拉德·皮特 朱莉娅·奥蒙德 芳妮·A·钱勃丝 伊莱亚斯·科泰斯 杰森·弗莱明 大卫·詹森 蒂尔达·斯文顿 艾丽·范宁 Joeanna Sayler 乔什·斯图沃特 丹尼·文森 塔拉吉·P·汉森 马赫沙拉·阿里 Fiona Hale Donna Duplantier 兰斯·E·尼克尔斯 Ted Manson Clay Cullen 菲利斯·萨莫维尔 杰瑞德·哈里斯 麦迪逊·贝蒂 汤姆·埃沃雷特 Christopher Maxwell 伊利亚·沃里克,在时间之河里感受溺水之苦。,美国,大卫·芬奇,166,剧情 爱情 奇幻,The Curious Case of Benjamin Button,68,8.7,艾瑞克·罗斯 罗宾·史威考德 F·司各特·菲茨杰拉德,本杰明·巴顿奇事,https://movie.douban.com/subject/1485260/,389634,2008
薛耿求 严志媛 李来 金海淑 金相浩 罗美兰 杨真诚,受过伤害的人总是笑得最开心，因为他们不愿意让身边的人承受一样的痛苦。,,李濬益,123,剧情 家庭 犯罪,소원,67,9.1,金智慧 赵重勋,素媛,https://movie.douban.com/subject/21937452/,173944,2013
约翰·特拉沃尔塔 乌玛·瑟曼 阿曼达·普拉莫 蒂姆·罗斯 塞缪尔·杰克逊 菲尔·拉马 布鲁斯·威利斯 弗兰克·威利 布尔·斯蒂尔斯 文·瑞姆斯 劳拉·拉芙蕾丝 保罗·考尔德伦 布罗娜·加拉赫 罗姗娜·阿奎特 埃里克·斯托尔兹 玛丽亚·德·梅黛洛,故事的高级讲法。,美国,昆汀·塔伦蒂诺,154,剧情 喜剧 犯罪,Pulp Fiction,66,8.7,昆汀·塔伦蒂诺 罗杰·阿夫瑞,低俗小说,https://movie.douban.com/subject/1291832/,330998,1994
朱莉·安德鲁斯 克里斯托弗·普卢默 埃琳诺·帕克 理查德·海顿 佩吉·伍德 查尔敏·卡尔 Heather Menzies 尼古拉斯·哈蒙德 Duane Chase 安吉拉·卡特怀特 Debbie Turner Kym Karath 安娜·李 Portia Nelson 本·怀特 Daniel Truhitte 诺玛·威登 Gilchrist Stuart Marni Nixon Evadne Baker 多丽丝·劳埃德,用音乐化解仇恨，让歌声串起美好。,美国,罗伯特·怀斯,174,剧情 爱情 歌舞 家庭 传记,The Sound of Music,65,8.9,恩斯特·莱赫曼,音乐之声,https://movie.douban.com/subject/1294408/,230123,1965
萨姆·沃辛顿 佐伊·索尔达娜 西格妮·韦弗 史蒂芬·朗 米歇尔·罗德里格兹 乔·大卫·摩尔  吉奥瓦尼·瑞比西,绝对意义上的美轮美奂。,,詹姆斯·卡梅隆,162,动作 科幻 奇幻 冒险,Avatar,100,8.6,詹姆斯·卡梅隆,阿凡达,https://movie.douban.com/subject/1652587/,519083,2009
查理·卓别林 宝莲·高黛 亨利·伯格曼 Tiny Sandford 切斯特·康克林,大时代中的人生，小人物的悲喜。,美国,查理·卓别林,87,剧情 喜剧 爱情,Modern Times,99,9.2,查理·卓别林,摩登时代,https://movie.douban.com/subject/1294371/,85678,1936
伊桑·霍克 朱莉·德尔佩 安德莉亚·埃克特 汉诺·波西尔 Karl Bruckschwaiger,缘分是个连绵词，最美不过一瞬。,美国   奥地利   瑞士,理查德·林克莱特,101,剧情 爱情,Before Sunrise,98,8.7,理查德·林克莱特 金·克里桑,爱在黎明破晓前,https://movie.douban.com/subject/1296339/,215275,1995
希斯·莱杰 杰克·吉伦哈尔 米歇尔·威廉姆斯 安妮·海瑟薇 凯特·玛拉 兰迪·奎德 琳达·卡德里尼 安娜·法瑞丝 格拉汉姆·贝克尔 斯科特·迈克尔·坎贝尔 大卫·哈伯 Roberta Maxwell 皮特·麦克罗比,每个人心中都有一座断背山。,,李安,134,剧情 爱情 同性 家庭,Brokeback Mountain,97,8.6,拉里·麦克穆特瑞 Diana Ossana 安妮·普鲁,断背山,https://movie.douban.com/subject/1418834/,312265,2005
尊龙 陈冲 彼得·奥图尔 英若诚 黄自强 丹尼斯·邓恩 坂本龙一 马吉·汉 里克·扬 邬君梅 田川洋行 苟杰德 理查德·吴 皱缇格 陈凯歌 吴涛 卢燕 亨利·欧 陈述 樊光耀 鲍皓昕 黄文捷 Ruzhen Shao Henry Kyi 张良斌 Dong Liang 康斯坦丁·格雷戈里 Lucia Hwong 王涛 宋怀桂,“不要跟我比惨，我比你更惨”再适合这部电影不过了。,意大利   中国大陆   英国   法国,贝纳尔多·贝托鲁奇,163,剧情 传记 历史,The Last Emperor,96,8.9,贝纳尔多·贝托鲁奇 马克·派普罗,末代皇帝,https://movie.douban.com/subject/1293172/,159466,1987
约翰尼·德普 杰弗里·拉什 奥兰多·布鲁姆 凯拉·奈特莉 杰克·达文波特 乔纳森·普雷斯,约翰尼·德普的独角戏。,美国,戈尔·维宾斯基,143,动作 奇幻 冒险,Pirates of the Caribbean: The Curse of the Black Pearl,95,8.6,泰德·艾略特 特里·鲁西奥 斯图尔特·贝亚蒂耶 Jay Wolpert,加勒比海盗,https://movie.douban.com/subject/1298070/,336400,2003
拉尔夫·费因斯 托尼·雷沃罗利 艾德里安·布洛迪 威廉·达福 裘德·洛 爱德华·诺顿 西尔莎·罗南 蒂尔达·斯文顿 比尔·默瑞 蕾雅·赛杜 欧文·威尔逊 詹森·舒瓦兹曼 马修·阿马立克 F·默里·亚伯拉罕 汤姆·威尔金森 杰夫·高布伦 哈威·凯特尔,小清新的故事里注入了大历史的情怀。,,韦斯·安德森,99,剧情 喜剧,The Grand Budapest Hotel,94,8.7,韦斯·安德森 雨果·吉尼斯 斯蒂芬·茨威格,布达佩斯大饭店,https://movie.douban.com/subject/11525673/,300901,2014
麦斯·米科尔森 托玛斯·博·拉森 安妮卡·韦德科普 拉塞·福格尔斯特伦 苏西·沃德 安妮·路易丝·哈辛 拉斯·兰特 亚历山德拉·拉帕波特,人言可畏。,丹麦   瑞典,托马斯·温特伯格,115,剧情,Jagten,93,9.0,托马斯·温特伯格 托比亚斯·林道赫姆,狩猎,https://movie.douban.com/subject/6985810/,123538,2012
松隆子 冈田将生 木村佳乃 西井幸人 桥本爱 芦田爱菜 三吉彩花 藤原薰 井之胁海 清水尚弥 高桥努 一井直树 能年玲奈 新井浩文 野本萤,没有一人完全善，也没有一人完全恶。,,中岛哲也,106,剧情 惊悚,,92,8.7,中岛哲也 凑佳苗,告白,https://movie.douban.com/subject/4268598/,335827,2010
吴念真 李凯莉 金燕玲 张洋洋 萧淑慎 尾形一成 陈希圣 林孟瑾 陈以文 柯宇纶 张育邦 柯素云 唐如韫 徐淑媛 曾心怡 陶传正,我们都曾经是一一。,台湾   日本,杨德昌,173,剧情 爱情 家庭,,91,8.9,杨德昌,一一,https://movie.douban.com/subject/1292434/,152929,2000
约翰·库萨克 雷·利奥塔 阿曼达·皮特 阿尔弗雷德·莫里纳 克里·杜瓦尔,最不可能的那个人永远是最可能的。,美国,詹姆斯·曼高德,90,剧情 悬疑 惊悚,Identity,90,8.6,Michael Cooney,致命ID,https://movie.douban.com/subject/1297192/,312400,2003
沈恩京 闵孝琳 姜素拉 南宝拉 陈熙京 金时厚 柳好贞 朴真珠 金甫美 千禹熙 李璟荣,再多各自牛逼的时光，也比不上一起傻逼的岁月。 ,韩国,姜炯哲,124,剧情 喜剧,써니,89,8.8,姜炯哲,阳光姐妹淘,https://movie.douban.com/subject/4917726/,263757,2011
亚历桑德雷·罗德里格斯 莱安德鲁·菲尔米诺 菲利佩·哈根森 道格拉斯·席尔瓦 Jonathan Haagensen 马修斯·纳克加勒 索·豪黑 艾莉丝·布拉加,被上帝抛弃了的上帝之城。,巴西   法国,卡迪亚·兰德 费尔南多·梅里尔斯,130,剧情 犯罪,Cidade de Deus,88,8.9,布罗里欧·曼托伐尼 Paulo Lins,上帝之城,https://movie.douban.com/subject/1292208/,156043,2002
黎明 张曼玉 杨恭如 曾志伟 杜可风 张同祖 诸慧荷 丁羽,相逢只要一瞬间，等待却像是一辈子。,香港,陈可辛,118,剧情 爱情,,87,8.7,岸西,甜蜜蜜,https://movie.douban.com/subject/1305164/,229042,1996
莱昂纳多·迪卡普里奥 马克·鲁弗洛 本·金斯利 马克斯·冯·叙多夫 米歇尔·威廉姆斯 艾米莉·莫迪默 派翠西娅·克拉克森 杰基·厄尔·哈利 泰德·拉文 约翰·卡洛·林奇 伊莱亚斯·科泰斯 罗宾·巴特利特 克里斯托弗·邓汉 约瑟夫·斯科拉,昔日翩翩少年，今日大腹便便。,美国,马丁·斯科塞斯,138,剧情 悬疑 惊悚,Shutter Island,86,8.6,莱塔·卡罗格里迪斯 丹尼斯·勒翰,禁闭岛,https://movie.douban.com/subject/2334904/,352528,2010
梁朝伟 林青霞 张国荣 叶玉卿 张学友 王祖贤 张曼玉 梁家辉 刘嘉玲 钟镇涛 鲍起静,百看不厌。 ,香港,刘镇伟,113,喜剧 古装,射鵰英雄傳之東成西就,85,8.7,刘镇伟,射雕英雄传之东成西就,https://movie.douban.com/subject/1316510/,271303,1993
林青霞 金城武 梁朝伟 王菲 周嘉玲,寂寞没有期限。,香港,王家卫,102,剧情 爱情,重慶森林,84,8.6,王家卫,重庆森林,https://movie.douban.com/subject/1291999/,323731,1994
伊万·麦克格雷格 阿尔伯特·芬尼 比利·克鲁德普 杰西卡·兰格 海伦娜·伯翰·卡特 艾莉森·洛曼 罗伯特·吉尔劳姆 玛丽昂·歌迪亚 马修·麦克格罗里 大卫·丹曼 米西·派勒 卢顿·万恩怀特三世 艾达·泰 艾伦妮·泰 史蒂夫·布西密 丹尼·德维托 迪普·罗伊 海利·安妮·内尔森,抱着梦想而活着的人是幸福的，怀抱梦想而死去的人是不朽的。,美国,蒂姆·波顿,125,剧情 家庭 奇幻 冒险,Big Fish,83,8.7,Daniel Wallace 约翰·奥古斯特,大鱼,https://movie.douban.com/subject/1291545/,248529,2003
夏雨 宁静 陶虹 耿乐 斯琴高娃 冯小刚 姜文 王学圻 王朔 尚楠 方化 代少波 王海 姚二嘎 吴淑昆 左小青,一场华丽的意淫。,中国大陆   香港,姜文,134,剧情,,81,8.7,姜文 王朔,阳光灿烂的日子,https://movie.douban.com/subject/1291875/,266162,1994
布鲁斯·威利斯 海利·乔·奥斯蒙 托妮·科莱特 奥莉维亚·威廉姆斯 唐尼·沃尔伯格 特拉沃·摩根 彼得·安东尼·唐伯蒂斯 格伦·菲茨杰拉德 米莎·巴顿 Lisa Summerour Firdous Bamji 杰弗里·泽布尼斯,深入内心的恐怖，出人意料的结局。,美国,M·奈特·沙马兰,107,剧情 悬疑 恐怖,The Sixth Sense,80,8.8,M·奈特·沙马兰,第六感,https://movie.douban.com/subject/1297630/,231430,1999
松田洋治 石田百合子 田中裕子 小林薰 西村雅彦 上条恒彦 岛本须美 渡边哲 佐藤允 名古屋章 美轮明宏 森光子 森繁久弥,人与自然的战争史诗。,日本,宫崎骏,134,动作 爱情 动画 战争 奇幻 冒险,もののけ姫,79,8.8,宫崎骏,幽灵公主,https://movie.douban.com/subject/1297359/,231428,1997
姜文 葛优 周润发 刘嘉玲 陈坤 张默 姜武 周韵 廖凡 姚橹 邵兵 苗圃 冯小刚 胡军 马珂 白冰 杜奕衡 李静 胡明 危笑 杨奇雨 赵铭,你给我翻译翻译，神马叫做TMD的惊喜。,中国大陆   香港,姜文,132,剧情 喜剧 动作 西部,,78,8.7,朱苏进 述平 姜文 郭俊立 危笑 李不空 马识途,让子弹飞,https://movie.douban.com/subject/3742360/,614370,2010
张国荣 梁朝伟 张震,爱情纠缠，男女一致。,香港   日本   韩国,王家卫,96,剧情 爱情 同性,春光乍洩,77,8.8,王家卫,春光乍泄,https://movie.douban.com/subject/1292679/,241626,1997
马特·达蒙 罗宾·威廉姆斯 本·阿弗莱克 斯特兰·斯卡斯加德 明妮·德里弗 卡西·阿弗莱克 科尔·豪瑟 John Mighton Rachel Majorowski Colleen McCauley Matt Mercier Ralph St. George Rob Lynds Dan Washington Alison Folland,人生中应该拥有这样的一段豁然开朗。,美国,格斯·范·桑特,126,剧情,Good Will Hunting,76,8.7,本·阿弗莱克 马特·达蒙,心灵捕手,https://movie.douban.com/subject/1292656/,266630,1997
