Actors,Comment,CountryOrRegion,Direction,Last,MovieTypes,OriginalTitle,Rank,Score,ScreenWriter,Title,Url,Votes,Year
金妮弗·古德温 杰森·贝特曼 伊德里斯·艾尔巴 珍妮·斯蕾特 内特·托伦斯 邦尼·亨特 唐·雷克 汤米·钟 J·K·西蒙斯 奥克塔维亚·斯宾瑟 艾伦·图代克 夏奇拉 雷蒙德·S·佩尔西 德拉·萨巴 莫里斯·拉马奇 菲尔·约翰斯顿 约翰·迪·玛吉欧 凯蒂·洛斯 吉塔·雷迪 杰西·科尔蒂 汤米·利斯特 乔希·达拉斯 瑞奇·摩尔 凯斯·索西 彼得·曼斯布里奇 拜伦·霍华德 杰拉德·布什 马克·史密斯 乔西·特立尼达 约翰·拉维尔 克里斯汀·贝尔 吉尔·科德斯 梅利莎·古德温,迪士尼给我们营造的乌托邦就是这样，永远善良勇敢，永远出乎意料。,美国,拜伦·霍华德 瑞奇·摩尔 杰拉德·布什,109,喜剧 动画 冒险,Zootopia,64,9.2,拜伦·霍华德 瑞奇·摩尔 杰拉德·布什 吉姆·里尔顿 乔西·特立尼达 菲尔·约翰斯顿 珍妮弗·李,疯狂动物城,https://movie.douban.com/subject/25662329/,490123,2016
约翰尼·德普 薇诺娜·瑞德 黛安·韦斯特 安东尼·迈克尔·豪尔 凯西·贝克 罗伯特·奥利维里 康查塔·费雷尔 卡罗琳·阿隆 迪克·安东尼·威廉姆斯 澳澜·琼斯 文森特·普莱斯 艾伦·阿金 苏珊·布洛马特 Linda Perri 约翰·戴维森,浪漫忧郁的成人童话。,美国,蒂姆·波顿,105,剧情 爱情 奇幻,Edward Scissorhands,63,8.7,卡罗琳·汤普森 蒂姆·波顿,剪刀手爱德华,https://movie.douban.com/subject/1292370/,480447,1990
梅尔·吉布森 苏菲·玛索 布莱恩·考克斯 詹姆斯·卡沙莫 辛·劳洛 凯瑟琳·麦克马克 安古斯·麦克菲登,史诗大片的典范。,美国,梅尔·吉布森,177,剧情 动作 传记 历史 战争,Braveheart,62,8.8,兰道尔·华莱士,勇敢的心,https://movie.douban.com/subject/1294639/,293913,1995
Amir Farrokh Hashemian 默罕默德·阿米尔·纳吉 Bahare Seddiqi Nafise Jafar-Mohammadi Fereshte Sarabandi,奔跑的孩子是天使。,,马基德·马基迪,89,剧情 家庭 儿童,بچههای آسمان,61,9.2,马基德·马基迪,小鞋子,https://movie.douban.com/subject/1303021/,135405,1997
克里斯蒂安·贝尔 休·杰克曼 迈克尔·凯恩 斯嘉丽·约翰逊 丽贝卡·豪尔 大卫·鲍伊 安迪·瑟金斯,孪生蝙蝠侠大战克隆金刚狼。,美国   英国,克里斯托弗·诺兰,130,剧情 悬疑 惊悚,The Prestige,60,8.8,乔纳森·诺兰 克里斯托弗·诺兰 克里斯托弗·普瑞丝特,致命魔术,https://movie.douban.com/subject/1780330/,340556,2006
中谷美纪 瑛太 香川照之 市川实日子 伊势谷友介 柄本明 黑泽明日香 荒川良良 柴崎幸 土屋安娜 奥之矢佳奈 谷原章介 武田真治 片平渚 宫藤官九郎 角野卓造 田中要次 木村凯拉 谷中敦 剧团一人,以戏谑来戏谑戏谑。,日本,中岛哲也,130,剧情 歌舞,嫌われ松子の一生,59,8.9,中岛哲也 山田宗树,被嫌弃的松子的一生,https://movie.douban.com/subject/1787291/,279417,2006
乔纳森·泰勒·托马斯 马修·布罗德里克 杰瑞米·艾恩斯 詹姆斯·厄尔·琼斯 莫伊拉·凯利 内森·连恩 尼基塔·卡兰姆 埃林·萨贝拉 乌比·戈德堡 罗温·艾金森,动物版《哈姆雷特》。,美国,罗杰·阿勒斯 罗伯·明可夫,89,剧情 动画 歌舞 家庭 冒险,The Lion King,58,8.9,艾琳·梅琪 乔纳森·罗伯特  琳达·伍尔芙顿,狮子王,https://movie.douban.com/subject/1301753/,279783,1994
罗伯特·德尼罗 詹姆斯·伍兹 伊丽莎白·麦戈文 乔·佩西 波特·杨 塔斯黛·韦尔德 特里特·威廉斯 丹尼·爱罗 理查德·布赖特 詹姆斯·海登 威廉·弗西斯 达兰妮·弗鲁格 拉里·拉普 理查德·弗让吉 罗伯特·哈珀,往事如烟，无处祭奠。,,赛尔乔·莱翁内,229,剧情 犯罪,Once Upon a Time in America,53,9.1,皮耶罗·德·贝纳迪 莱奥纳多·本韦努蒂 弗兰科·奥卡利 恩里科·梅迪欧力 弗兰科·费里尼 赛尔乔·莱翁内,美国往事,https://movie.douban.com/subject/1292262/,173841,1984
邱岳峰 富润生 毕克 尚华 于鼎 李梓 刘广宁,经典之作，历久弥新。,中国大陆,万籁鸣 唐澄,114,动画 奇幻,,82,9.2,李克弱 万籁鸣,大闹天宫,https://movie.douban.com/subject/1418019/,96203,1961
奥黛丽·塔图 马修·卡索维茨 吕菲斯 洛莱拉·克拉沃塔 塞尔日·梅兰 贾梅尔·杜布兹 克洛蒂尔德·莫勒 克莱尔·莫里耶 伊莎贝尔·南蒂 多米尼克·皮侬 阿尔蒂斯·德·彭居埃恩 友兰达·梦露 于尔班·康塞利埃 莫里斯·贝尼舒 米歇尔·罗班 安德烈·达芒 克洛德·佩隆 阿尔梅尔 迪基·奥尔加多 Kevin Fernandes 弗洛拉·吉耶 阿莫里·巴博尔 欧仁·贝蒂埃 让·达里 马克·阿米约,法式小清新。 ,法国   德国,让-皮埃尔·热内,122,喜剧 爱情,Le fabuleux destin d'Amélie Poulain,52,8.7,纪尧姆·洛朗 让-皮埃尔·热内,天使爱美丽,https://movie.douban.com/subject/1292215/,480682,2001
中山美穗 丰川悦司 酒井美纪 柏原崇 范文雀 篠原胜之 光石研 小栗香织 酒井敏也 铃木庆一 田口智朗 神户浩 加贺麻理子 中村久美 盐见三省 铃木兰兰,暗恋的极致。,日本,岩井俊二,117,剧情 爱情,Love Letter,51,8.8,岩井俊二,情书,https://movie.douban.com/subject/1292220/,373303,1995
阿萨·巴特菲尔德 维拉·法米加 大卫·休里斯 杰克·塞隆 鲁伯特·弗兰德 谢拉·汉考克 大卫·海曼 贝拉·费斯彼姆,尽管有些不切实际的幻想，这部电影依旧是一部感人肺腑的佳作。,英国   美国,马克·赫尔曼,94,剧情 战争,The Boy in the Striped Pajamas,107,8.9,马克·赫尔曼 约翰·伯恩,穿条纹睡衣的男孩,https://movie.douban.com/subject/3008247/,137930,2008
辰己努 白石绫乃 志乃原良子 山口朱美 端田宏三,幸福是生生不息，却难以触及的远。 ,日本,高畑勋,89,剧情 动画 战争,火垂るの墓,106,8.7,高畑勋 野坂昭如,萤火虫之墓,https://movie.douban.com/subject/1293318/,199702,1988
本名阳子 小林桂树 高山南 高桥一生 山下容莉枝 室井滋 露口茂 饭冢雅弓,少女情怀总是诗。,日本,近藤喜文,111,剧情 爱情 动画 音乐,耳をすませば,105,8.8,宫崎骏 柊葵,侧耳倾听,https://movie.douban.com/subject/1297052/,163971,1995
伊桑·霍克 朱莉·德尔佩 弗农·多布切夫,九年后的重逢是世俗和责任的交叠，没了悸动和青涩，沧桑而温暖。,美国,理查德·林克莱特,80,剧情 爱情,Before Sunset,104,8.7,理查德·林克莱特 朱莉·德尔佩 伊桑·霍克 金·克里桑,爱在日落黄昏时,https://movie.douban.com/subject/1291990/,194365,2004
达斯汀·霍夫曼 汤姆·克鲁斯 瓦莱丽亚·戈利诺 邦尼·亨特,生活在自己的世界里，也可以让周围的人显得可笑和渺小。,美国,巴瑞·莱文森,133,剧情,Rain Man,125,8.6,罗纳德·巴斯 巴里·莫罗,雨人,https://movie.douban.com/subject/1291870/,205385,1988
休·格兰特 科林·费尔斯 艾玛·汤普森 凯拉·奈特莉 连姆·尼森 托马斯·布罗迪-桑斯特 比尔·奈伊 马丁·弗瑞曼 劳拉·琳妮 艾伦·瑞克曼 克里斯·马歇尔 罗德里戈·桑托罗 罗温·艾金森 比利·鲍伯·松顿 玛汀·麦古基安 安德鲁·林肯 露西娅·莫尼斯 海克·玛卡琪,爱，是个动词。,,理查德·柯蒂斯,135,剧情 喜剧 爱情,Love Actually,124,8.5,理查德·柯蒂斯,真爱至上,https://movie.douban.com/subject/1292401/,301285,2003
安东尼·霍普金斯 布拉德·皮特 朱莉娅·奥蒙德 艾丹·奎因 卡琳娜·隆巴德 亨利·托马斯,传奇，不是每个人都可以拥有。,美国,爱德华·兹威克,133,剧情 爱情 家庭 西部,Legends of the Fall,123,8.8,威廉·D·威特利夫 Susan Shilliday,燃情岁月,https://movie.douban.com/subject/1295865/,146368,1994
林原惠美 古谷彻 江守彻 山寺宏一 堀胜之祐 大塚明夫 岩田光央 田中秀幸,梦的勾结。,日本,今敏,90,科幻 动画 悬疑 惊悚,パプリカ,122,8.8,水上清资 今敏 筒井康隆,红辣椒,https://movie.douban.com/subject/1865703/,126940,2006
志田未来 神木隆之介 树木希林 三浦友和 大竹忍 竹下景子 藤原龙也,曾经的那段美好会沉淀为一辈子的记忆。,,米林宏昌,94,动画 奇幻 冒险,借りぐらしのアリエッティ,121,8.7,宫崎骏 丹羽圭子 玛丽·诺顿,借东西的小人阿莉埃蒂,https://movie.douban.com/subject/4202302/,210785,2010
马特·达蒙 朱丽娅·斯蒂尔斯 大卫·斯特雷泽恩 斯科特·格伦 帕迪·康斯戴恩 埃德加·拉米雷兹 阿尔伯特·芬尼 琼·艾伦 Tom Gallop 克里·约翰逊 丹尼尔·布鲁尔 乔伊·安沙 科林·斯廷顿 丹·弗雷登堡 Lucy Liemann,像吃了苏打饼一样干脆的电影。,美国   德国,保罗·格林格拉斯,115,动作 悬疑 惊悚,The Bourne Ultimatum,120,8.7,托尼·吉尔罗伊 斯科特·Z·本恩斯,谍影重重3,https://movie.douban.com/subject/1578507/,176301,2007
史蒂夫·卡瑞尔 杰森·席格尔 拉塞尔·布兰德 朱莉·安德鲁斯 威尔·阿奈特 克里斯汀·韦格 米兰达·卡斯格拉夫 达纳·盖尔 艾尔西·费舍尔 皮埃尔·科凡 克里斯·雷纳德 杰梅奈·克莱门特 杰克·麦克布瑞尔 丹尼·麦克布莱德 敏迪·卡灵 罗布·许贝尔 肯·道里欧 郑肯,Mr. I Don't Care其实也有Care的时候。,,皮埃尔·科凡 克里斯·雷纳德,95,喜剧 动画 冒险,Despicable Me,118,8.5,肯·道里欧 塞尔希奥·巴勃罗斯 辛科·保罗,神偷奶爸,https://movie.douban.com/subject/3287562/,364047,2010
吴君如 任达华 钟绍图 李治廷 蔡颖恩 秦沛 夏萍 谷德昭 许鞍华 张同祖,岁月流逝，来日可追。,香港   中国大陆,罗启锐,117,剧情 家庭,歲月神偷,117,8.6,罗启锐 张婉婷,岁月神偷,https://movie.douban.com/subject/3792799/,300829,2010
河正宇 李璟荣 全慧珍 李大为,恐怖分子的“秋菊打官司”。,韩国,金秉祐,97,剧情 悬疑 犯罪,더 테러 라이브,115,8.7,金秉祐,恐怖直播,https://movie.douban.com/subject/21360417/,210263,2013
张国荣 王祖贤 午马 刘兆铭 林威 薛芷伦 胡大为 王晶,两张绝世的脸。 ,香港,程小东,98,剧情 爱情 武侠 古装,,114,8.6,阮继志,倩女幽魂,https://movie.douban.com/subject/1297447/,241613,1987
汤姆·汉克斯 蒂姆·艾伦 琼·库萨克 尼德·巴蒂 唐·里克斯 迈克尔·基顿,跨度十五年的欢乐与泪水。,,李·昂克里奇,103,喜剧 动画 奇幻 冒险,Toy Story 3,149,8.7,迈克尔·阿恩特 约翰·拉塞特 安德鲁·斯坦顿 李·昂克里奇,玩具总动员3,https://movie.douban.com/subject/1858711/,186720,2010
佐仓绫音 内山昂辉,触不到的恋人。,,大森贵弘,45,剧情 爱情 动画 奇幻,蛍火の杜へ,148,8.7,绿川幸,萤火之森,https://movie.douban.com/subject/5989818/,150076,2011
周润发 张国荣 钟楚红 朱江 曾江 胡枫 唐宁 邓一君,香港浪漫主义警匪动作片的巅峰之作。,香港,吴宇森,108,剧情 喜剧 动作 犯罪,緃横四海,147,8.7,吴宇森 高志森 秦小珍,纵横四海,https://movie.douban.com/subject/1295409/,138217,1991
凯文·科斯特纳 劳拉·邓恩 克林特·伊斯特伍德 T·J·劳瑟 基斯·斯扎拉巴基克,坏人的好总是比好人的好来得更感人。,美国,克林特·伊斯特伍德,138,剧情 犯罪,A Perfect World,146,9.0,约翰·李·汉考克,完美的世界,https://movie.douban.com/subject/1300992/,76525,1993
阿尔·帕西诺 黛安·基顿 塔莉娅·夏尔 安迪·加西亚 埃里·瓦拉赫 乔·曼特纳 乔治·汉密尔顿 布里吉特·芳达 索菲亚·科波拉 雷夫·瓦朗 弗兰克·德安布罗西奥 敦尔·当纳利 理查德·布赖特 赫尔穆特·贝格 唐·诺韦洛,任何信念的力量，都无法改变命运。,美国,弗朗西斯·福特·科波拉,170,剧情 犯罪,The Godfather: Part III,145,8.7,马里奥·普佐 弗朗西斯·福特·科波拉,教父3,https://movie.douban.com/subject/1294240/,125163,1990
凯拉·奈特莉 马修·麦克费登 唐纳德·萨瑟兰 布兰达·布莱斯 凯瑞·穆里根 裴淳华 吉娜·马隆 妲露拉·莱莉 朱迪·丹奇 西蒙·伍兹 克劳迪·布莱克利 汤姆·霍兰德 鲁伯特·弗兰德 凯利·蕾莉 皮普·托伦斯 西妮德·马修斯,爱是摈弃傲慢与偏见之后的曙光。,法国   英国   美国,乔·赖特,129,剧情 爱情,Pride & Prejudice,144,8.4,简·奥斯汀 黛博拉·莫盖茨,傲慢与偏见,https://movie.douban.com/subject/1418200/,291465,2005
吉恩·凯利 唐纳德·奥康纳 黛比·雷诺斯 赛德·查里斯 简·哈根,骨灰级歌舞片。,美国,斯坦利·多南 吉恩·凯利,103,喜剧 爱情 歌舞,Singin' in the Rain,143,8.9,阿多夫·格林 贝蒂·康登,雨中曲,https://movie.douban.com/subject/1293460/,90716,1952
瑞恩·高斯林 瑞秋·麦克亚当斯 吉娜·罗兰兹 詹姆斯·加纳 斯塔尔勒塔·杜波利斯 凯文·康诺利 希瑟·沃奎斯特 杰弗里·奈特 琼·艾伦,爱情没有那么多借口，如果不能圆满，只能说明爱的不够。 ,美国,尼克·卡萨维茨,123,剧情 爱情,The Notebook,142,8.5,扬·萨尔迪 杰里米·莱文 尼古拉斯·斯帕克斯,恋恋笔记本,https://movie.douban.com/subject/1309163/,272427,2004
周润发 狄龙 张国荣 朱宝意 李子雄 田丰 吴宇森 曾江 成奎安 徐克,英雄泪短，兄弟情长。 ,香港,吴宇森,95,动作 犯罪,,141,8.7,陈庆嘉 吴宇森 梁淑华,英雄本色,https://movie.douban.com/subject/1297574/,144688,1986
伊万·麦克格雷格 艾文·布莱纳 约翰尼·李·米勒 凯文·麦克基德 罗伯特·卡莱尔 凯莉·麦克唐纳 彼得·穆兰 詹姆斯·卡沙莫 艾琳·尼古拉斯 苏珊·维德勒 波林·林奇 雪莉·亨德森 斯图尔特·麦克奎里 埃文·威尔什 戴尔·温顿 基思·艾伦 凯文·艾伦 芬利·威尔士 约翰·霍奇 汤姆·德尔玛,不可猜的青春迷笛。 ,英国,丹尼·博伊尔,94,剧情 犯罪,Trainspotting,140,8.5,约翰·霍奇 埃文·威尔什,猜火车,https://movie.douban.com/subject/1292528/,243075,1996
仲里依纱 石田卓也 板仓光隆 原沙知绘 谷村美月 垣内彩未 关户优希,爱上未来的你。 ,,细田守,98,剧情 爱情 科幻 动画,時をかける少女,139,8.6,奥寺佐渡子 筒井康隆,穿越时空的少女,https://movie.douban.com/subject/1937946/,180541,2006
费雯·丽 罗伯特·泰勒 露塞尔·沃特森 弗吉尼亚·菲尔德 玛丽亚·彭斯卡娅,中国式内在的美国电影。,美国,茂文·勒鲁瓦,108,剧情 爱情 战争,Waterloo Bridge,138,8.8,乔治·弗罗斯切尔 Hans Rameau 罗伯特·E·舍伍德 塞缪尔·N·贝尔曼,魂断蓝桥,https://movie.douban.com/subject/1293964/,126321,1940
周星驰 张柏芝 莫文蔚 吴孟达 林子善 田启文 李兆基 成龙 李思捷 郑文辉,我是一个演员。,香港,周星驰 李力持,85,剧情 喜剧 爱情,喜劇之王,137,8.5,曾瑾昌 周星驰 李敏 郑文辉 冯勉恒 梁嘉杰,喜剧之王,https://movie.douban.com/subject/1302425/,299043,1999
娜塔莉·波特曼 米拉·库尼斯 薇诺娜·瑞德 文森特·卡索 芭芭拉·赫希 本杰明·米派德 克塞尼亚·索罗 克里斯汀娜·安娜波 詹妮特·蒙哥马利 塞巴斯蒂安·斯坦 托比·海明威 塞尔吉奥·托拉多 马克·马戈利斯,黑暗之美。,美国,达伦·阿伦诺夫斯基,108,剧情 惊悚,Black Swan,136,8.5,安德雷斯·海因斯 马克·海曼 约翰·J·麦克劳克林,黑天鹅,https://movie.douban.com/subject/1978709/,405994,2010
三船敏郎 志村乔 稻叶义男 宫口精二 千秋实 加东大介 木村功,时代悲歌。,日本,黑泽明,160,剧情 动作 冒险,七人の侍,116,9.2,黑泽明 小国英雄 桥本忍,七武士,https://movie.douban.com/subject/1295399/,75244,1954
桥本爱 三浦贵大 松冈茉优 温水洋一 桐岛加恋,那些静得只能听见呼吸的日子里，你明白孤独即生活。,日本,森淳一,111,剧情,夏秋篇 リトル・フォレスト 夏・秋,135,8.9,五十岚大介 森淳一,小森林,https://movie.douban.com/subject/25814705/,122044,2014
唐·钱德尔 苏菲·奥康内多 杰昆·菲尼克斯 尼克·诺特 哈基姆·凯-卡西姆 托尼·戈罗奇 法纳·莫科纳 大卫·奥哈拉 莫苏西·麦格诺 西莫·莫加瓦扎 卡拉·西摩 罗伯托·西特兰 Desmond Dube 蕾乐蒂·库马洛,当这个世界闭上双眼，他却敞开了怀抱。,,特瑞·乔治,121,剧情 历史 战争,Hotel Rwanda,134,8.8,特瑞·乔治 凯尔·皮尔森,卢旺达饭店,https://movie.douban.com/subject/1291822/,115593,2004
约翰·古德曼 比利·克里斯托 玛丽·吉布斯 史蒂夫·布西密 詹姆斯·柯本 詹妮弗·提莉 鲍勃·彼德森 约翰·拉岑贝格 弗兰克·奥兹 丹尼尔·吉尔森 邦尼·亨特 杰克·安琪 Samuel Lord Black Steve Susskind,不要给它起名字，起了名字就有感情了。,,彼特·道格特 大卫·斯沃曼 李·昂克里奇,92,喜剧 动画 儿童 奇幻,"Monsters, Inc.",132,8.6,安德鲁·斯坦顿 丹尼尔·吉尔森 罗伯特·L·贝尔德 略特·里斯 乔纳森·罗伯特  彼特·道格特 杰夫·皮金  吉尔·卡尔顿 拉夫·埃格尔斯顿,怪兽电力公司,https://movie.douban.com/subject/1291579/,231664,2001
赵文瑄 归亚蕾 金素梅 郎雄 米切尔·利希藤斯坦,中国家庭的喜怒哀乐忍。,台湾   美国,李安,108,剧情 喜剧 爱情 同性 家庭,,133,8.8,李安 詹姆斯·夏慕斯 冯光远,喜宴,https://movie.douban.com/subject/1303037/,134133,1993
尼古拉斯·凯奇 瑞恩·雷诺兹 艾玛·斯通 凯瑟琳·基纳 克拉克·杜克 克劳斯·利特曼 克里斯·桑德斯 兰迪·汤姆,老少皆宜，这就是好莱坞动画的魅力。,美国,柯克·德·米科 克里斯·桑德斯,98,喜剧 动画 冒险,The Croods,131,8.7,克里斯·桑德斯 柯克·德·米科,疯狂原始人,https://movie.douban.com/subject/1907966/,360807,2013
路易·德·菲耐斯 布尔维尔 克劳迪奥·布鲁克 安德丽·帕里西 科莱特·布罗塞 Mike Marshall Mary Marquet Pierre Bertin Benno Sterzenbach 玛丽·杜布瓦 特里-托马斯 西戈德·拉普 Reinhard Kolldehoff Helmuth Schneider Paul Préboist Hans Meyer Guy Grosso Michel Modo Peter Jacob Rudy Lenoir Noël Darzal Pierre Roussel Pierre Bastien Jacques Sablon Mag-Avril Jacques Bodoin Gabriel Gobin Paul Mercey Henri Génès,永远看不腻的喜剧。,法国   英国,热拉尔·乌里,132,喜剧 战争,La grande vadrouille,130,8.9,热拉尔·乌里 达妮埃尔·汤普森 Marcel Jullian Georges Tabet André Tabet,虎口脱险,https://movie.douban.com/subject/1296909/,104625,1966
张国荣 张曼玉 梁朝伟 林青霞 张学友 梁家辉 杨采妮 刘嘉玲 邹兆龙 王祖贤,电影诗。,香港   台湾,王家卫,100,剧情 动作 爱情 武侠 古装,東邪西毒,129,8.6,王家卫 金庸,东邪西毒,https://movie.douban.com/subject/1292328/,242891,1994
盖·皮尔斯 凯瑞-安·莫斯 乔·潘托里亚诺 小马克·布恩 拉什·费加 乔雅·福克斯 斯蒂芬·托布罗斯基 哈里特·桑塞姆·哈里斯 托马斯·列农 考乐姆·吉斯·雷尼 金伯利·坎贝尔 玛丽安妮·穆勒雷尔 拉里·霍尔登,一个针管引发的血案。,美国,克里斯托弗·诺兰,113,剧情 悬疑 惊悚 犯罪,Memento,128,8.5,克里斯托弗·诺兰 乔纳森·诺兰,记忆碎片,https://movie.douban.com/subject/1304447/,271945,2000
戴夫·帕特尔 沙鲁巴·舒克拉 亚尼·卡普 Rajendranath Zutshi 吉尼瓦·塔瓦尔 芙蕾达·平托 伊尔凡·可汗 Azharuddin Mohammed Ismail 阿什·马赫什·舍德卡 马赫什·曼杰瑞卡 麦活·米泰尔,上帝之城+猜火车+阿甘正传+开心辞典=山寨富翁,,丹尼·博伊尔 洛芙琳·坦丹,120,剧情 爱情,Slumdog Millionaire,127,8.5,西蒙·博福伊 维卡斯·史瓦卢普,贫民窟的百万富翁,https://movie.douban.com/subject/2209573/,388107,2008
皮尔斯·布鲁斯南 雅克·贝汉 姜文 宫泽理惠,大海啊，不全是水。,,雅克·贝汉  雅克·克鲁奥德,104,纪录片,Océans,113,9.0,Christophe Cheysson  雅克·克鲁奥德 Laurent Debas Stéphane Durand Laurent Gaudé 雅克·贝汉 François Sarano,海洋,https://movie.douban.com/subject/3443389/,97692,2009
北野武 关口雄介 岸本加世子 グレート義太夫 井手博士 磨赤儿 大家由祐子 细川典江 今村鼠 田中要次,从没见过那么流氓的温柔，从没见过那么温柔的流氓。,日本,北野武,121,剧情 喜剧,菊次郎の夏,112,8.7,北野武,菊次郎的夏天,https://movie.douban.com/subject/1293359/,176175,1999
汤姆·汉克斯 凯瑟琳·泽塔-琼斯 斯坦利·图齐 齐·麦克布赖德 迭戈·卢纳 巴里·沙巴卡·亨利 库玛·帕拉纳 佐伊·索尔达娜 Eddie Jones 祖德·塞克利拉 科瑞·雷诺兹 古列雷莫·迪亚兹 Rini Bell 瓦列里·尼古拉耶夫 迈克尔·诺里,有时候幸福需要等一等。 ,美国,史蒂文·斯皮尔伯格,128,剧情 喜剧 爱情,The Terminal,111,8.6,安德鲁·尼科尔 萨沙·杰瓦西  杰夫·内桑森,幸福终点站,https://movie.douban.com/subject/1292274/,220570,2004
本·阿弗莱克 裴淳华 尼尔·帕特里克·哈里斯 凯莉·库恩 泰勒·派瑞 金·迪肯斯 米西·派勒 波伊德·霍布鲁克 艾米丽·拉塔科斯基 雪拉·渥德 派屈克·福吉特 斯科特·麦克纳里 凯西·威尔逊 李·诺里斯,年度最佳date movie。,美国,大卫·芬奇,149,剧情 悬疑 惊悚 犯罪,Gone Girl,110,8.7,吉莉安·弗琳,消失的爱人,https://movie.douban.com/subject/21318488/,342867,2014
杰伊·巴鲁切尔 杰拉德·巴特勒 克雷格·费格森 亚美莉卡·费雷拉 乔纳·希尔 克里斯托夫·梅兹-普莱瑟 T·J·米勒 克里斯汀·韦格 罗宾·阿特金·唐斯 菲利普·麦格雷德 基隆·埃利奥特 阿什利·詹森 大卫·田纳特,和谐的生活离不开摸头与被摸头。,,迪恩·德布洛斯 克里斯·桑德斯,98,喜剧 动画 家庭 奇幻 冒险,How to Train Your Dragon,109,8.7,威廉姆·戴维斯 迪恩·德布洛斯 克里斯·桑德斯 葛蕾熙达·柯维尔,驯龙高手,https://movie.douban.com/subject/2353023/,277874,2010
艾德里安·布洛迪 马西娅·盖伊·哈登 詹姆斯·肯恩 克里斯蒂娜·亨德里克斯 刘玉玲 布莱思·丹纳 蒂姆·布雷克·尼尔森 威廉·彼德森 布莱恩·科兰斯顿 萨米·盖尔 Louis Zorich 小伊塞亚·维特洛克,穷尽一生，我们要学会的，不过是彼此拥抱。,,托尼·凯耶,97,剧情,Detachment,108,8.8,卡尔·隆德,超脱,https://movie.douban.com/subject/5322596/,168148,2011
岛本须美 松田洋治 榊原良子 辻村真人 京田尚子 纳谷悟郎 永井一郎 宫内幸平 八奈见乘儿 矢田稔 富永美伊奈 家弓家正 吉田理保子 菅谷政子 坂本千夏 鳕子 麦人 大塚芳忠,动画片的圣经。,日本,宫崎骏,117,科幻 动画 奇幻 冒险,風の谷のナウシカ,103,8.8,宫崎骏,风之谷,https://movie.douban.com/subject/1291585/,172530,1984
丹尼尔·雷德克里夫 艾玛·沃森 鲁伯特·格林特 艾伦·瑞克曼 玛吉·史密斯 汤姆·费尔顿 伊恩·哈特 理查德·哈里斯 约翰·赫特 罗彼·考特拉尼 朱丽·沃特斯 邦妮·怀特 约翰·克立斯 肖恩·比格斯代夫,童话世界的开端。,,克里斯·哥伦布,152,奇幻 冒险,Harry Potter and the Sorcerer's Stone,102,8.7,斯蒂芬·科洛弗 J·K·罗琳,哈利·波特与魔法石,https://movie.douban.com/subject/1295038/,245567,2001
莱昂纳多·迪卡普里奥 汤姆·汉克斯 克里斯托弗·沃肯 马丁·辛 艾米·亚当斯 詹妮弗·加纳 伊丽莎白·班克斯 纳塔莉·贝伊 詹姆斯·布洛林 艾伦·旁派 南希·利内翰 布莱恩·豪威  弗兰克·约翰·休斯 克里斯·埃里斯,骗子大师和执著警探的你追我跑故事。 ,美国   加拿大,史蒂文·斯皮尔伯格,141,剧情 传记 犯罪,Catch Me If You Can,101,8.7,杰夫·内桑森,猫鼠游戏,https://movie.douban.com/subject/1305487/,216402,2002
于尔根·福格尔 弗雷德里克·劳 马克思·雷迈特 詹妮弗·乌尔里希 克里斯蒂安娜·保罗 雅各布·马琛茨 克里斯蒂娜·度·瑞格 埃利亚斯·穆巴里克 马克西米利安·福尔马尔 马克斯·毛夫,世界离独裁只有五天。,德国,丹尼斯·甘塞尔,107,剧情 惊悚,Die Welle,156,8.7,丹尼斯·甘塞尔 彼得·图万斯 约翰尼·道金斯 罗恩·比恩巴赫 罗恩·琼斯,浪潮,https://movie.douban.com/subject/2297265/,127279,2008
梁朝伟 张曼玉 潘迪华 萧炳林 张耀扬 孙佳君 钱似莺 顾锦华,偷情本没有这样美。,香港   法国,王家卫,98,剧情 爱情,花樣年華,155,8.5,王家卫,花样年华,https://movie.douban.com/subject/1291557/,237339,2000
西恩·潘 达科塔·范宁 米歇尔·菲佛 黛安·韦斯特 洛雷塔·迪瓦恩 理查德·希夫 劳拉·邓恩,爱并不需要智商 。,美国,杰茜·尼尔森,132,剧情 家庭,I Am Sam,154,8.8,杰茜·尼尔森 克里斯汀·约翰逊,我是山姆,https://movie.douban.com/subject/1306861/,98851,2001
海利·乔·奥斯蒙 弗兰西丝·奥康纳 山姆·洛巴兹 杰克·托马斯 裘德·洛 威廉·赫特 肯·梁 克拉克·格雷格 凯文·苏斯曼 汤姆·加洛普 Eugene Osment 艾普尔·格雷斯 马特·温斯顿 萨布丽娜·格德维奇 Theo Greenly,对爱的执着，可以超越一切。,,史蒂文·斯皮尔伯格,146,剧情 科幻 冒险,Artificial Intelligence: AI,153,8.6,布莱恩·奥尔迪斯 史蒂文·斯皮尔伯格 Ian Watson,人工智能,https://movie.douban.com/subject/1302827/,184038,2001
